1	0.36	-1	-1	0.3844	0	1	0
1	0.92	-1	-1	0.2413	1	0	0
1	0.34	0	1	0.3613	0	1	0
1	0.50	-1	-1	0.8078	0	1	0
-1	0.62	0	1	0.9581	0	1	0
-1	0.32	0	1	0.3078	0	1	0
1	0.88	0	1	0.4379	1	0	0
1	0.60	1	0	0.8584	0	1	0
1	0.64	-1	-1	1.0000	0	0	1
1	0.50	-1	-1	0.0694	0	1	0
1	0.36	-1	-1	0.0130	0	1	0
1	0.62	-1	-1	0.5087	0	1	0
1	1.00	-1	-1	0.9321	1	0	0
1	0.32	1	0	0.4075	0	1	0
-1	0.74	0	1	0.2919	1	0	0
1	0.80	0	1	0.4017	1	0	0
1	0.32	-1	-1	0.7442	0	1	0
1	0.34	1	0	0.6431	0	0	1
1	0.08	0	1	0.9162	0	1	0
1	0.28	1	0	0.1315	0	1	0
-1	0.74	0	1	0.9971	0	0	1
-1	0.02	-1	-1	0.5217	1	0	0
1	0.78	1	0	0.9798	1	0	0
1	0.26	-1	-1	0.9075	0	1	0
-1	0.40	0	1	0.0477	0	1	0
-1	0.12	0	1	0.1879	0	1	0
1	0.42	0	1	0.8150	0	0	1
-1	0.02	1	0	0.5564	1	0	0
1	0.72	1	0	0.0029	1	0	0
1	0.34	-1	-1	0.9812	0	0	1
1	0.24	-1	-1	0.6185	0	0	1
-1	0.86	1	0	0.7905	0	1	0
1	0.56	-1	-1	0.6806	1	0	0
1	0.08	1	0	0.7702	1	0	0
1	0.36	-1	-1	0.1777	0	1	0
-1	1.00	0	1	0.3165	0	0	1
1	0.50	1	0	0.2847	0	1	0
1	0.66	1	0	0.6633	0	1	0
-1	0.44	0	1	0.4003	0	1	0
1	0.42	0	1	0.7066	0	1	0
-1	0.54	-1	-1	0.9075	0	1	0
-1	0.26	0	1	0.8324	0	1	0
1	0.08	0	1	0.6243	0	0	1
-1	0.28	-1	-1	0.2254	0	1	0
1	0.16	-1	-1	0.1922	0	0	1
1	0.42	-1	-1	0.3974	0	1	0
-1	0.30	1	0	0.1893	0	1	0
-1	0.04	-1	-1	0.6142	1	0	0
1	0.24	1	0	0.6199	0	0	1
-1	0.72	0	1	0.7948	0	0	1
-1	0.40	0	1	0.1850	0	1	0
-1	0.02	0	1	0.7081	1	0	0
-1	0.30	-1	-1	0.9335	0	1	0
1	0.44	-1	-1	0.0997	0	1	0
-1	0.42	1	0	0.9306	0	1	0
-1	0.76	-1	-1	0.3988	0	0	1
-1	0.72	0	1	0.7832	0	0	1
1	0.84	-1	-1	0.9292	0	0	1
1	0.50	-1	-1	0.7775	0	1	0
1	0.40	-1	-1	0.8786	0	1	0
1	0.54	-1	-1	0.6936	0	1	0
1	0.56	-1	-1	0.9263	0	1	0
-1	0.88	1	0	0.6301	1	0	0
1	0.34	-1	-1	0.1647	0	1	0
1	0.40	0	1	0.6069	0	1	0
1	0.66	0	1	0.2919	0	1	0
1	0.72	1	0	0.0434	1	0	0
1	0.94	-1	-1	0.2789	1	0	0
1	0.10	-1	-1	0.7630	0	0	1
-1	0.90	1	0	0.7543	0	0	1
-1	0.70	0	1	0.8353	0	1	0
1	0.38	-1	-1	0.8844	0	1	0
-1	0.56	0	1	0.9552	1	0	0
-1	0.16	-1	-1	0.9581	1	0	0
1	0.32	1	0	0.3295	0	1	0
